year,code,pop,gdp,life,cell,imports,exports
1967,DZA,13.28,3.37,49.2,,635.5,723.2
1967,ECU,5.56,2.55,56.6,,214.22,158.09
1967,EGY,32.06,5.61,51.3,,791.3,566.6
1967,ERI,1.21,,42,,,
1967,ESP,32.68,31.65,71.3,,3482.3,1383.4
1967,EST,1.32,,69.8,,,
1967,ETH,26.28,,42,,142.8,101
1967,FIN,4.61,9.37,69.7,,1696,1533.6
1967,FJI,0.49,0.16,58.7,,68.8,49.2
1967,FRA,50.78,119.47,71.2,,12273.8,11157
1967,FRO,0.04,,,,26.6,25.5
1967,FSM,0.06,,60.4,,,
1967,GAB,0.55,0.27,44.1,,67.5,119.9
1967,GBR,54.94,111.19,72.1,,17677,14348.2
1967,GEO,4.01,,66.5,,,
1967,GHA,8.13,1.75,48.5,,314.4,305.1
1967,GIB,0.03,,,,,
1967,GIN,3.94,,36,,,
1967,GMB,0.43,0.05,35.4,,20.8,14.88
1967,GNB,0.67,,40.4,,,
1967,GNQ,0.29,0.07,38.8,,,
1967,GRC,8.68,9.14,70.1,,1185.6,494.8
1967,GRD,0.1,,62.8,,,
1967,GRL,0.04,,,,45.7,13.2
1967,GTM,5.16,1.45,50.6,,247.7,197.3
1967,GUM,0.08,,64.4,,,
1967,GUY,0.68,0.25,61.5,,132.5,112.3
1967,HKG,3.72,2.69,70.3,,1804.2,1536.6
1967,HND,2.49,0.6,50.7,,165.4,155.5
1967,HRV,4.34,,67.2,,,
1967,HTI,4.43,0.37,46,,37.78,32.33
1967,HUN,10.22,,69.4,,,
1967,IDN,105.87,5.67,52.8,,637.5,654.1
1967,IMN,0.05,,,,,
1967,IND,520.4,50.13,45.7,,2672.6,1605.4
1967,INX,,,,,,
1967,IRL,2.9,3.34,70.7,,1079,784.7
1967,IRN,26.32,7.56,48.9,,1123.9,1919.7
1967,IRQ,8.95,,55.8,,423.2,834.3
1967,ISL,0.2,0.62,73.8,,161.5,96.2
1967,ISR,2.74,4.03,71.5,,754.6,553.4
1967,ITA,52.9,81.13,71,,9696.1,8691.1
1967,JAM,1.8,1.15,67.5,,348.4,222.1
1967,JOR,1.38,0.63,58,,151.8,31.3
1967,JPN,100.72,123.78,71.3,,11569.6,10174.1
1967,KAZ,12.39,,61.2,,,
1967,KEN,10.19,1.23,50.5,,298.9,165.3
1967,KGZ,2.74,,59.1,,,
1967,KHM,6.69,0.96,42.5,,,82.1
1967,KIR,0.05,,52.8,,,
1967,KNA,0.05,0.02,,,,
1967,KOR,30.13,4.85,58.5,,995.9,319.4
1967,KWT,0.58,2.44,64.6,,593.6,
1967,LAO,2.5,,45.3,,49.19,4.44
1967,LBN,2.17,,65.3,,452.77,114.73
1967,LBR,1.3,,37.6,,144.76,166.45
1967,LBY,1.88,,52.8,,474.7,1177.8
1967,LCA,0.1,,61.5,,,
1967,LIE,0.02,,,,,
1967,LKA,11.66,1.86,62.6,,359.7,336.8
1967,LSO,0.96,0.06,48.5,,,
1967,LTU,3.04,,71.6,,,
1967,LUX,0.33,0.97,69.8,,,
1967,LVA,2.3,,70.4,,,
1967,MAC,0.22,,67.9,,42.5,25
1967,MAF,0,,,,,
1967,MAR,14.95,3.05,51.4,,517.8,423.6
1967,MCO,0.02,,,,,
1967,MDA,2.92,,64.5,,,
1967,MDG,6.07,0.96,43.3,,145.2,93.2
1967,MDV,0.11,,42,,,
1967,MEX,46.96,26.56,60.2,,1748,1142.9
1967,MHL,0.02,,,,,
1967,MKD,1.64,,64.8,,,
1967,MLI,5.71,0.28,30.5,,51.3,16.4
1967,MLT,0.31,,70.5,,109.53,27.15
1967,MMR,25.41,,48.9,,142.5,127.7
1967,MNE,0.52,,68.2,,,
1967,MNG,1.17,,53.7,,,
1967,MNP,0.01,,,,,
1967,MOZ,8.42,,38,,200.5,127.3
1967,MRT,1.05,0.19,47.7,,37.08,72.32
1967,MUS,0.78,,62.8,,75.5,
1967,MWI,4.35,0.27,39.4,,86.57,51.7
1967,MYS,10.05,3.19,63.1,,1084.05,1216.25
1967,NAM,0.75,,50.9,,,
1967,NCL,0.1,0.18,61.7,,78.9,79
1967,NER,4.14,0.67,35.6,,45.5,25.4
1967,NGA,52.34,5.2,39.8,,626.4,677.7
1967,NIC,2.2,0.66,51.7,,203.6,151.6
1967,NLD,12.6,25.09,73.8,,8328.8,7278.1
1967,NOR,3.78,9.51,74.1,,2746,1735.8
1967,NPL,11.38,0.84,38.7,,,
1967,NRU,0.01,,,,,
1967,NZL,2.72,5.96,71.5,,968.33,983.6
1967,OMN,0.66,0.11,48.1,,,
1967,PAK,53.66,7.4,51,,1098,597.1
1967,PAN,1.39,1.03,64.2,,248.05,77.5
1967,PER,12.39,6.2,51.3,,813.4,774
1967,PHL,32.82,6.81,60,,1170.6,809.1
1967,PLW,0.01,,,,,
1967,PNG,2.6,0.44,46.4,,156.9,59.4
1967,POL,31.99,,69.4,,,
1967,PRI,2.65,3.53,70.5,,,
1967,PRK,13.22,,56.5,,,
1967,PRT,8.87,5.74,65.8,,1013.1,684.4
1967,PRY,2.29,0.49,65,,69.2,48.26
1967,PSE,,,,,,
1967,PYF,0.1,0.22,59.1,,,
1967,QAT,0.09,,66.3,,,
1967,ROU,19.53,,67.6,,1700.94,1376.03
1967,RUS,128.2,,67.9,,,
1967,RWA,3.42,0.16,44,,20.2,14
1967,SAU,5.2,,49.9,,501.4,1692
1967,SDN,9.34,1.87,51.1,,213.2,214.1
1967,SEN,3.9,1.25,38.4,,168.58,139.76
1967,SGP,1.98,1.24,67.4,,,
1967,SLB,0.15,0.03,52.7,,,
1967,SLE,2.6,0.35,32.5,,89.7,69.8
1967,SLV,3.39,0.98,53.8,,223.2,206.8
1967,SMR,0.02,,,,,
1967,SOM,3.23,,39.8,,30.6,19.1
1967,SRB,,,,,,
1967,SSD,3.27,,34.7,,,
1967,STP,0.07,,54.2,,,
1967,SUR,0.35,0.22,62.2,,102.32,104.96
1967,SVK,4.45,,70.4,,,
1967,SVN,1.69,,69.4,,,
1967,SWE,7.87,27.46,74.1,,4697.9,4524.2
1967,SWZ,0.39,0.07,46.5,,,
1967,SXM,,,,,,
1967,SYC,0.05,0.02,,,,
1967,SYR,5.74,1.58,56.5,,263.8,154.7
1967,TCA,0.01,,,,,
1967,TCD,3.43,0.45,40,,39.9,26.9
1967,TGO,1.86,0.23,44.7,,44.9,31.9
1967,THA,33.78,5.64,58,,1059,683
1967,TJK,2.66,,59.1,,,
1967,TKM,2.01,,57.4,,,
1967,TLS,0.54,,37.6,,,
1967,TON,0.08,,63.9,,,
1967,TTO,0.93,0.76,64.8,,411.2,434.6
1967,TUN,4.74,1.09,47.8,,261.4,149.5
1967,TUR,32.48,15.64,50.4,,690.6,522.5
1967,TUV,0.01,,,,,
1967,TZA,12.35,,45.7,,181.9,219.7
1967,UGA,8.55,0.97,47.9,,116.1,183.4
1967,UKR,46.06,,70.2,,,
1967,URY,2.75,1.6,68.6,,171.9,158.7
1967,USA,198.71,861.7,70.6,,28748.3,31561.4
1967,UZB,10.89,,61.4,,,
1967,VCT,0.09,0.02,63.8,,,
1967,VEN,10.36,9.25,63.1,,1477.4,2843.9
1967,VGB,0.01,,,,,
1967,VIR,0.05,,68.1,,,
1967,VNM,40.07,,61.8,,118.04,0.26
1967,VUT,0.08,,50.6,,9.64,11.85
1967,WSM,0.13,,53.3,,7.4,4.4
1967,XKX,1.14,,,,,
1967,YEM,5.91,,38.4,,,
1967,ZAF,20.41,13.78,54.7,,,2104.81
1967,ZMB,3.8,1.37,47.7,,423.65,657.52
1967,ZWE,4.78,1.4,54,,,
1968,ABW,0.06,,68.4,,,
1968,AFG,10.64,1.37,35.8,,124.43,71.82
1968,AGO,5.77,,36.2,,308.2,268.1
1968,ALB,2.02,,66.5,,,
1968,AND,0.02,,,,,
1968,ARE,0.18,,60.1,,,
1968,ARG,23.17,26.44,66,,1169.6,1365.35
1968,ARM,2.4,,69.4,,,
1968,ASM,0.03,,,,,
1968,ATG,0.06,,65.2,,,
1968,AUS,12.01,32.67,70.9,,4302.54,3521
1968,AUT,7.42,12.44,70.1,,2497.2,1989.9
1968,AZE,4.96,,62.8,,,
1968,BDI,3.34,0.18,43.5,,,
1968,BEL,9.62,21.38,70.7,,,
1968,BEN,2.79,0.33,41.1,,50.82,22.4
1968,BFA,5.43,0.46,38.2,,37.7,20.9
1968,BGD,60.92,7.48,48.5,,,
1968,BGR,8.37,,71.2,,,
1968,BHR,0.2,,61.6,,,
1968,BHS,0.16,0.44,65.4,,175.52,50.73
1968,BIH,3.68,,65.1,,,
1968,BLR,8.87,,70,,,
1968,BLZ,0.12,0.04,64.5,,26.52,15.12
1968,BMU,0.05,0.15,,,72.7,
1968,BOL,4.3,0.86,44.9,,152.85,170.65
1968,BRA,90.39,33.88,58.3,,2347.51,1881.6
1968,BRB,0.24,,64.8,,83.3,36.6
1968,BRN,0.12,0.16,66.2,,67.47,91.93
1968,BTN,0.28,,38.5,,,
1968,BWA,0.6,0.07,53.6,,,
1968,CAF,1.74,0.19,40.5,,38.8,35.2
1968,CAN,20.74,70.76,72.4,,13043.5,13069.2
1968,CHE,6.07,18.94,72.6,,4505.8,4013
1968,CHI,0.12,,71.6,,,
1968,CHL,9.47,7.17,61.1,,742.74,940.8
1968,CHN,774.51,70.85,55.8,,,
1968,CIV,4.71,1.28,42.1,,313.5,422.5
1968,CMR,6.2,1.05,45.1,,182.8,187.2
1968,COD,18.91,3.91,43.2,,309.8,504.9
1968,COG,1.25,0.25,52.7,,84.16,51.65
1968,COL,20.39,5.96,60.2,,644.38,561.6
1968,COM,0.22,,44.7,,,
1968,CPV,0.26,,52.5,,,
1968,CRI,1.75,0.77,65.4,,211.8,171.9
1968,CUB,8.41,,68.7,,,
1968,CUW,0.14,,,,,
1968,CYM,0.01,,,,,
1968,CYP,0.6,,72.1,,169,87.8
1968,CZE,9.88,,69.8,,,
1968,DEU,77.29,,70.5,,20296,24878
1968,DJI,0.14,,47.8,,,
1968,DMA,0.07,,,,,
1968,DNK,4.86,13.2,73.1,,3221.3,2631.4
1968,DOM,4.25,1.08,57.3,,217.67,164.94
1968,DZA,13.66,3.85,49.6,,807.3,830.6
1968,ECU,5.73,2.58,57,,255.48,195.19
1968,EGY,32.88,5.93,51.6,,657.4,634.71
1968,ERI,1.24,,42.4,,,
1968,ESP,33.11,31.48,71.5,,3511.39,1588.44
1968,EST,1.33,,69.9,,,
1968,ETH,26.94,,42.4,,171.8,105.1
1968,FIN,4.63,8.82,69.6,,1592.5,1634.8
1968,FJI,0.5,0.17,59.1,,73.7,49.7
1968,FRA,51.18,129.85,71.3,,13863.7,12467.7
1968,FRO,0.04,,,,28.57,20.14
1968,FSM,0.06,,60.8,,,
1968,GAB,0.57,0.29,45,,63.8,126.8
1968,GBR,55.21,104.7,71.7,,18958.2,15344.2
1968,GEO,4.04,,66.8,,,
1968,GHA,8.32,1.67,48.8,,306.3,331.5
1968,GIB,0.03,,,,,
1968,GIN,4.01,,36.2,,,
1968,GMB,0.44,0.04,36.2,,22.38,17.71
1968,GNB,0.68,,40.8,,17.6,2.9
1968,GNQ,0.3,0.07,39.1,,,
1968,GRC,8.74,9.92,70.3,,1392.39,467.9
1968,GRD,0.09,,63.2,,,
1968,GRL,0.04,,,,47.74,7.96
1968,GTM,5.31,1.61,51.3,,249.4,227.24
1968,GUM,0.08,,64.8,,,
1968,GUY,0.69,0.23,61.6,,106.1,108.8
1968,HKG,3.8,2.72,70.7,,2056.9,1756.2
1968,HND,2.56,0.65,51.3,,184.72,178.97
1968,HRV,4.37,,67.5,,,
1968,HTI,4.51,0.37,46.4,,36.44,35.72
1968,HUN,10.26,,69.2,,1361.66,1334.15
1968,IDN,108.78,7.08,53.4,,707.8,747
1968,IMN,0.05,,,,,
1968,IND,531.51,53.09,46.4,,2507.48,1747.5
1968,INX,,,,,,
1968,IRL,2.92,3.28,70.8,,1172.7,797.2
1968,IRN,27.03,8.62,49.5,,1393,1869.6
1968,IRQ,9.26,2.9,56.7,,413.6,1037.7
1968,ISL,0.2,0.47,74,,137.2,81.9
1968,ISR,2.8,4.62,71.1,,1079.2,640
1968,ITA,53.24,87.94,70.8,,10247.2,10150.6
1968,JAM,1.83,1.08,67.8,,383,219.2
1968,JOR,1.5,0.56,58.8,,158.9,39
1968,JPN,101.06,146.6,71.6,,12893,12740.8
1968,KAZ,12.61,,61.6,,,
1968,KEN,10.54,1.35,51.1,,355.66,251.46
1968,KGZ,2.82,,59.5,,,
1968,KHM,6.78,1.07,42.6,,113.3,87.7
1968,KIR,0.05,,53.4,,,
1968,KNA,0.05,0.01,,,,
1968,KOR,30.84,6.12,59.4,,1468,454.9
1968,KWT,0.63,2.66,65.1,,612.5,
1968,LAO,2.56,,45.6,,53.7,6.04
1968,LBN,2.21,,65.5,,507.76,142.78
1968,LBR,1.33,,38.1,,108.56,199.58
1968,LBY,1.96,,53.9,,640.4,1865.8
1968,LCA,0.1,,62,,,
1968,LIE,0.02,,,,,
1968,LKA,11.94,1.8,63.1,,364.9,331.2
1968,LSO,0.98,0.06,48.7,,,
1968,LTU,3.08,,71.3,,,
1968,LUX,0.34,1.07,69.8,,,
1968,LVA,2.32,,70,,,
1968,MAC,0.23,,68.4,,,
1968,MAF,0.01,,,,,
1968,MAR,15.31,3.27,51.8,,552.2,440.8
1968,MCO,0.02,,,,,
1968,MDA,2.96,,64.7,,,
1968,MDG,6.23,1.03,43.8,,169.6,102
1968,MDV,0.11,,42.8,,,
1968,MEX,48.43,29.36,60.5,,1959.1,1253
1968,MHL,0.02,,,,,
1968,MKD,1.67,,65.3,,,
1968,MLI,5.78,0.34,31.1,,32.3,12.65
1968,MLT,0.31,,70.8,,119.41,32.8
1968,MMR,26.02,,49.8,,105.7,109.6
1968,MNE,0.52,,68.8,,,
1968,MNG,1.21,,54.3,,,
1968,MNP,0.01,,,,,
1968,MOZ,8.61,,38.4,,233,153.1
1968,MRT,1.08,0.21,48.2,,35.3,71.76
1968,MUS,0.8,,62.9,,70.2,66.3
1968,MWI,4.46,0.25,39.8,,77.33,41.8
1968,MYS,10.3,3.33,63.6,,1151.1,1345.85
1968,NAM,0.77,,51.4,,,
1968,NCL,0.1,0.22,62.1,,93.45,113.23
1968,NER,4.26,0.64,35.7,,39.8,28.86
1968,NGA,53.51,5.2,40.2,,539.7,592.1
1968,NIC,2.26,0.7,52.3,,183.3,161.2
1968,NLD,12.73,27.82,73.6,,9290.3,8331.9
1968,NOR,3.82,10.16,73.9,,2704.4,1936.6
1968,NPL,11.6,0.77,39.3,,,
1968,NRU,0.01,,,,,
1968,NZL,2.75,5.18,71.1,,915.97,997.3
1968,OMN,0.68,0.19,48.9,,,
1968,PAK,55.1,8.09,51.6,,1048.5,733.2
1968,PAN,1.43,1.11,64.6,,262.46,87.1
1968,PER,12.74,5.74,52,,630.1,863.6
1968,PHL,33.8,7.59,60.3,,1277.8,845.5
1968,PLW,0.01,,,,,
1968,PNG,2.66,0.49,47.1,,179.1,78.6
1968,POL,32.29,,70.2,,,
1968,PRI,2.66,3.94,70.9,,,
1968,PRK,13.61,,57.6,,,
1968,PRT,8.84,6.35,66.2,,1037.4,728.4
1968,PRY,2.35,0.52,65.2,,69.93,47.55
1968,PSE,,,,,,
1968,PYF,0.1,0.26,59.5,,,
1968,QAT,0.09,,67,,,
1968,ROU,19.8,,67.7,,1770.08,1450.98
1968,RUS,128.93,,67.9,,,
1968,RWA,3.53,0.17,44.1,,22.7,14.7
1968,SAU,5.39,4.19,50.7,,572.7,2026
1968,SDN,9.64,1.95,51.5,,257.6,232.3
1968,SEN,4.01,1.31,38.6,,179.3,150.4
1968,SGP,2.01,1.43,67.7,,1658.95,1272.16
1968,SLB,0.15,0.03,53.2,,,
1968,SLE,2.64,0.33,33.1,,89.5,95.3
1968,SLV,3.48,1.01,54.2,,210.2,210.6
1968,SMR,0.02,,,,,
1968,SOM,3.31,,40.2,,47.57,29.68
1968,SRB,,,,,,
1968,SSD,3.34,,35.1,,,
1968,STP,0.07,,54.7,,,
1968,SUR,0.36,0.24,62.6,,99.95,114.55
1968,SVK,4.48,,70.3,,,
1968,SVN,1.7,,68.9,,,
1968,SWE,7.91,29.14,74,,5117.2,4932.2
1968,SWZ,0.41,0.08,47,,,
1968,SXM,,,,,,
1968,SYC,0.05,0.02,,,,
1968,SYR,5.94,1.75,57.3,,311.9,167.5
1968,TCA,0.01,,,,,
1968,TCD,3.5,0.45,40.4,,53.6,30.5
1968,TGO,1.95,0.24,45.3,,46.2,38.3
1968,THA,34.79,6.08,58.4,,1142.4,654.5
1968,TJK,2.75,,59.4,,,
1968,TKM,2.07,,57.8,,,
1968,TLS,0.55,,38.3,,,
1968,TON,0.08,,64.2,,,
1968,TTO,0.93,0.76,64.9,,420,456.2
1968,TUN,4.85,1.21,48.9,,217.8,159.5
1968,TUR,33.26,17.5,51.1,,770.4,495.9
1968,TUV,0.01,,,,,
1968,TZA,12.73,,46,,255.38,240.21
1968,UGA,8.84,1.04,48.3,,163.96,215.2
1968,UKR,46.41,,70.2,,,
1968,URY,2.77,1.59,68.6,,159.8,176.7
1968,USA,200.71,942.5,70,,35359.3,34564.6
1968,UZB,11.29,,61.8,,,
1968,VCT,0.09,0.02,64.3,,,
1968,VEN,10.7,10.03,63.6,,1714,2835.7
1968,VGB,0.01,,,,,
1968,VIR,0.06,,68.4,,,
1968,VNM,41.19,,61.2,,92.24,0.18
1968,VUT,0.08,,51.2,,10.12,11.62
1968,WSM,0.14,,53.8,,7.6,5.4
1968,XKX,1.16,,,,,
1968,YEM,6,,39.4,,,
1968,ZAF,20.94,14.89,55.1,,,2296.83
1968,ZMB,3.92,1.61,48.1,,458.16,760.7
1968,ZWE,4.94,1.48,54.3,,,
1969,ABW,0.06,,68.8,,,
1969,AFG,10.89,1.41,36.2,,123.52,81.88
1969,AGO,5.8,,36.6,,328.4,326.94
1969,ALB,2.08,,66.7,,,
1969,AND,0.02,,,,,
1969,ARE,0.2,,60.9,,,
1969,ARG,23.52,31.26,66.2,,1576.15,1610.7
1969,ARM,2.46,,69.8,,,
1969,ASM,0.03,,,,,
1969,ATG,0.06,,65.6,,,
1969,AUS,12.26,36.63,71,,4463.48,4221.82
1969,AUT,7.44,13.58,69.8,,2825.3,2411.9
1969,AZE,5.07,,63,,,
1969,BDI,3.41,0.19,43.7,,21.7,11.7
1969,BEL,9.65,23.71,70.8,,,
1969,BEN,2.85,0.33,41.6,,55.81,27.16
1969,BFA,5.53,0.48,38.7,,51.78,21.59
1969,BGD,62.68,8.47,48,,,
1969,BGR,8.43,,70.4,,,
1969,BHR,0.21,,62.6,,,
1969,BHS,0.16,0.53,65.7,,296.48,53.27
1969,BIH,3.72,,65.6,,,
1969,BLR,8.96,,70,,,
1969,BLZ,0.12,0.05,65.1,,29.61,16.85
1969,BMU,0.05,0.16,,,,
1969,BOL,4.39,0.93,45.3,,165,198.19
1969,BRA,92.75,37.46,58.7,,2489.16,2310.42
1969,BRB,0.24,,65.2,,,
1969,BRN,0.12,0.16,66.6,,72.55,88.25
1969,BTN,0.29,,39.1,,,
1969,BWA,0.61,0.08,54.1,,,
1969,CAF,1.78,0.19,41.2,,37.65,35.6
1969,CAN,21.03,77.89,72.5,,14877.9,14291.8
1969,CHE,6.14,20.52,72.6,,5286.1,4636.9
1969,CHI,0.12,,71.7,,,
1969,CHL,9.63,8.38,61.7,,907.16,1075.43
1969,CHN,796.02,79.71,57.6,,,
1969,CIV,4.9,1.36,42.9,,334.18,459.49
1969,CMR,6.36,1.15,45.6,,206.28,232.91
1969,COD,19.46,5.03,43.6,,451.6,684.2
1969,COG,1.29,0.27,53,,79.78,46.42
1969,COL,20.94,6.45,60.6,,685.49,608.82
1969,COM,0.23,,45.2,,3.7,2.7
1969,CPV,0.26,,53.1,,,
1969,CRI,1.8,0.85,65.9,,244.33,194.17
1969,CUB,8.56,,69.3,,,
1969,CUW,0.14,,,,,
1969,CYM,0.01,,,,,
1969,CYP,0.61,,72.3,,209.99,96.84
1969,CZE,9.9,,69.4,,,
1969,DEU,77.91,,70.6,,25107,29106
1969,DJI,0.15,,48.5,,,
1969,DMA,0.07,,,,,
1969,DNK,4.89,15.01,73.2,,3812.45,3014.19
1969,DOM,4.37,1.23,57.9,,,182.6
1969,DZA,14.06,4.26,50,,994.3,929.7
1969,ECU,5.9,3.11,57.4,,241.97,152.44
1969,EGY,33.7,6.52,51.9,,667.67,744.87
1969,ERI,1.28,,42.8,,,
1969,ESP,33.44,36.04,71.1,,4229.17,1895.62
1969,EST,1.35,,69.9,,,
1969,ETH,27.65,,42.7,,155.32,119.34
1969,FIN,4.62,10.07,69.5,,2024.65,1986.67
1969,FJI,0.51,0.18,59.5,,89.45,61.15
1969,FRA,51.56,140.73,71.5,,17372.7,15033.3
1969,FRO,0.04,,,,31.26,24.29
1969,FSM,0.06,,61.2,,,
1969,GAB,0.58,0.32,45.8,,81.75,148.23
1969,GBR,55.44,112.68,71.7,,19956.2,17514.1
1969,GEO,4.08,,67.1,,,
1969,GHA,8.52,1.96,49.1,,348.52,326.81
1969,GIB,0.03,,,,,
1969,GIN,4.08,,36.4,,,
1969,GMB,0.45,0.05,37,,17.06,15.64
1969,GNB,0.69,,41.2,,,
1969,GNQ,0.3,0.07,39.4,,,
1969,GRC,8.77,11.27,70.6,,1594.13,553.85
1969,GRD,0.09,,63.5,,17.11,
1969,GRL,0.04,,,,50.26,11.7
1969,GTM,5.47,1.72,51.9,,250.25,255.39
1969,GUM,0.08,,65.2,,,
1969,GUY,0.7,0.25,61.7,,118.16,120.07
1969,HKG,3.86,3.19,71,,2455.3,2228.1
1969,HND,2.64,0.67,51.9,,184.21,166.34
1969,HRV,4.39,,67.9,,,
1969,HTI,4.59,0.39,46.8,,43.44,37.02
1969,HUN,10.3,,69.3,,1879.1,1553.45
1969,IDN,111.76,8.34,54,,771.5,848
1969,IMN,0.05,,,,,
1969,IND,543.08,58.45,47,,2116.14,1828.35
1969,INX,,,,,,
1969,IRL,2.93,3.79,70.9,,1422.72,890.26
1969,IRN,27.76,9.74,50.2,,1384.4,
1969,IRQ,9.59,3.01,57.5,,433.1,1049.5
1969,ISL,0.2,0.41,73.8,,123.48,107.67
1969,ISR,2.88,5.33,71,,1666.04,724.66
1969,ITA,53.54,97.09,70.8,,12453.1,11732.9
1969,JAM,1.85,1.19,68,,442.11,280.74
1969,JOR,1.62,0.7,59.5,,189.95,41.58
1969,JPN,103.17,172.2,71.8,,14937.4,15676.6
1969,KAZ,12.82,,62,,,
1969,KEN,10.91,1.46,51.6,,361.57,271.88
1969,KGZ,2.89,,59.9,,,
1969,KHM,6.88,0.98,42.4,,,
1969,KIR,0.05,,53.9,,,
1969,KNA,0.05,0.02,,,,
1969,KOR,31.54,7.68,60.3,,1823.4,622.6
1969,KWT,0.69,2.77,65.6,,646.3,
1969,LAO,2.62,,46,,82.79,4.31
1969,LBN,2.25,,65.8,,502.81,161.1
1969,LBR,1.37,,38.7,,114.66,232.88
1969,LBY,2.04,,55,,675.6,2167.2
1969,LCA,0.1,,62.5,,,
1969,LIE,0.02,,,,,
1969,LKA,12.21,1.97,63.6,,428.2,315.37
1969,LSO,1.01,0.07,48.8,,,
1969,LTU,3.11,,70.9,,,
1969,LUX,0.34,1.23,69.9,,,
1969,LVA,2.34,,69.8,,,
1969,MAC,0.24,,68.9,,59.48,36.54
1969,MAF,0.01,,,,,
1969,MAR,15.66,3.65,52.2,,559.16,480.82
1969,MCO,0.02,,,,,
1969,MDA,3,,64.9,,,
1969,MDG,6.4,1.06,44.3,,182.73,99.21
1969,MDV,0.11,,43.5,,,
1969,MEX,49.95,32.48,60.9,,2076.8,1429.5
1969,MHL,0.02,,,,,
1969,MKD,1.7,,65.8,,,
1969,MLI,5.86,0.34,31.7,,38.91,17.31
1969,MLT,0.3,,71.1,,143.52,38.26
1969,MMR,26.64,,50.4,,164.87,131.64
1969,MNE,0.51,,69.3,,,
1969,MNG,1.24,,54.8,,,
1969,MNP,0.01,,,,,
1969,MOZ,8.82,,38.8,,260.52,141.11
1969,MRT,1.11,0.2,48.7,,45.17,77.8
1969,MUS,0.81,,63,,64.04,65.02
1969,MWI,4.58,0.27,40.1,,81.15,52.77
1969,MYS,10.55,3.66,64,,1168.93,1648.48
1969,NAM,0.79,,51.9,,,
1969,NCL,0.1,0.26,62.6,,130.81,136.62
1969,NER,4.39,0.63,35.8,,49.02,24.37
1969,NGA,54.72,6.63,40.6,,695.6,890.7
1969,NIC,2.33,0.75,53,,176.89,158.75
1969,NLD,12.88,31.5,73.5,,10987.3,9954.4
1969,NOR,3.85,11.06,73.7,,2942.89,2202.8
1969,NPL,11.83,0.79,39.9,,,
1969,NRU,0.01,,,,,
1969,NZL,2.77,5.76,71.5,,1006.63,1196.28
1969,OMN,0.7,0.24,49.6,,,
1969,PAK,56.6,8.63,52.2,,1007.27,673.34
1969,PAN,1.48,1.22,65.1,,303.14,104.24
1969,PER,13.09,6.42,52.7,,601.77,864.84
1969,PHL,34.79,8.41,60.6,,1258.65,823.9
1969,PLW,0.01,,,,,
1969,PNG,2.72,0.55,47.8,,220.02,100.62
1969,POL,32.55,,69.7,,,
1969,PRI,2.68,4.46,71.2,,,
1969,PRK,14.01,,58.7,,,
1969,PRT,8.76,6.97,66.6,,1241.36,822.59
1969,PRY,2.41,0.56,65.3,,80.56,50.94
1969,PSE,,,,,,
1969,PYF,0.11,0.24,59.8,,,
1969,QAT,0.1,,67.7,,52.88,
1969,ROU,20.01,,67.8,,1914.76,1621.78
1969,RUS,129.66,,67.9,,,
1969,RWA,3.64,0.19,44.2,,23.4,14.2
1969,SAU,5.6,4.49,51.7,,747.5,2103.4
1969,SDN,9.95,2.14,51.9,,255.98,240.19
1969,SEN,4.13,1.25,38.8,,207.58,126.91
1969,SGP,2.04,1.66,68,,2036.25,1548.65
1969,SLB,0.15,0.03,53.7,,,
1969,SLE,2.69,0.41,33.8,,111.53,105.36
1969,SLV,3.58,1.05,54.6,,208.41,201.36
1969,SMR,0.02,,,,,
1969,SOM,3.39,,40.6,,51.77,32.47
1969,SRB,,,,,,
1969,SSD,3.42,,35.4,,,
1969,STP,0.07,,55.3,,7.8,8.5
1969,SUR,0.36,0.26,62.9,,110.06,130.38
1969,SVK,4.52,,70.2,,,
1969,SVN,1.71,,68.4,,,
1969,SWE,7.97,31.65,74.1,,5903,5689
1969,SWZ,0.42,0.11,47.5,,,
1969,SXM,,,,,,
1969,SYC,0.05,0.02,,,,
1969,SYR,6.14,2.25,58,,369.1,206.64
1969,TCA,0.01,,,,,
1969,TCD,3.57,0.47,40.9,,57.3,32.78
1969,TGO,2.03,0.27,46,,59.96,46.48
1969,THA,35.83,6.7,58.9,,1248.31,704.96
1969,TJK,2.84,,59.8,,,
1969,TKM,2.13,,58.1,,,
1969,TLS,0.56,,39,,,
1969,TON,0.08,,64.6,,,
1969,TTO,0.94,0.78,65,,484.37,463.31
1969,TUN,4.95,1.29,50,,262.64,171.96
1969,TUR,34.06,19.47,51.7,,756.47,536.95
1969,TUV,0.01,,,,,
1969,TZA,13.12,,46.3,,237.15,245.58
1969,UGA,9.13,1.17,48.6,,175.11,225.24
1969,UKR,46.75,,70.2,,,
1969,URY,2.8,2,68.6,,198.74,200.31
1969,USA,202.68,1019.9,70.5,,38400.9,37962
1969,UZB,11.69,,62.1,,,
1969,VCT,0.09,0.02,64.7,,,
1969,VEN,11.05,10.29,64.1,,1729.4,2869.7
1969,VGB,0.01,,,,,
1969,VIR,0.06,,68.7,,,
1969,VNM,42.31,,60.4,,175.04,0.16
1969,VUT,0.08,,51.8,,11.31,10.86
1969,WSM,0.14,,54.3,,10.23,6.44
1969,XKX,1.19,,,,,
1969,YEM,6.1,,40.3,,,
