year,code,pop,gdp,life,cell,imports,exports
1997,JAM,2.58,8.38,72.1,0.07,3069.44,1896.02
1997,JOR,4.85,7.25,71.2,0.05,4069.03,1334.62
1997,JPN,126.06,4414.73,80.4,38.25,338709,421466
1997,KAZ,15.33,22.17,64.5,0.01,4302.5,6497.4
1997,KEN,29.42,13.12,52.6,0.01,3246.51,1948.74
1997,KGZ,4.7,1.77,66.9,0,709.35,609.47
1997,KHM,11.3,3.44,56.2,0.03,1116.44,625.82
1997,KIR,0.08,0.07,63.2,0,,
1997,KNA,0.04,0.37,70,0,167.67,51.47
1997,KOR,45.95,557.5,74.6,6.88,144635,144120
1997,KWT,1.71,30.35,72.9,0.21,8214.54,14472.5
1997,LAO,5.05,1.75,57.2,0,408.51,192.11
1997,LBN,3.66,15.75,73,0.37,7456.72,711.39
1997,LBR,2.33,,51.6,0,3783.08,804.56
1997,LBY,5.12,30.7,70.1,0.01,5533.03,9576.27
1997,LCA,0.15,0.72,71.2,0,332.22,62.02
1997,LIE,0.03,2.3,76,,,
1997,LKA,18.47,15.09,69.4,0.11,5282,4629
1997,LSO,1.97,1,53.6,0,,
1997,LTU,3.58,10.12,70.9,0.17,5643.39,3862.51
1997,LUX,0.42,19.73,76.9,0.07,9372.61,6434.07
1997,LVA,2.43,6.53,69.3,0.08,2720.76,1670.1
1997,MAC,0.4,7.21,79.6,0.05,2170.79,2139.71
1997,MAF,0.03,,76.4,,,
1997,MAR,27.75,39.15,67.5,0.07,8946.33,5127.33
1997,MCO,0.03,2.84,,0.01,,
1997,MDA,3.65,1.93,66.7,0,1164.04,875.19
1997,MDG,14.35,3.55,56.2,0,571.59,223.75
1997,MDV,0.26,0.51,67.3,0,348.85,70.21
1997,MEX,94.61,500.41,73.5,1.74,120789,110439
1997,MHL,0.05,0.11,,0,,
1997,MKD,2,3.93,72.6,0.01,1773.54,1237.42
1997,MLI,10.09,2.7,46.8,0,1130.71,284.47
1997,MLT,0.38,3.71,77.7,0.02,2552.92,1643.84
1997,MMR,45.03,,61.1,0.01,2861.53,1132.06
1997,MNE,0.61,,73.6,,,
1997,MNG,2.34,1.18,61.7,0,468.26,451.54
1997,MNP,0.05,,,,,
1997,MOZ,16.4,4.23,46.7,0,1096.23,223.16
1997,MRT,2.43,1.4,59.7,0,632.55,527.12
1997,MUS,1.15,4.19,70.4,0.04,2264.3,1595.32
1997,MWI,10.26,2.66,46.4,0.01,611.24,537.3
1997,MYS,21.56,100.01,72.2,2,79059.4,78909.1
1997,NAM,1.7,4.1,58.5,0.01,,
1997,NCL,0.2,3.29,71.7,0.01,928.85,518.15
1997,NER,10.18,1.85,48,0,294.5,192.27
1997,NGA,113.46,54.46,45.9,0.02,7010.51,16524.9
1997,NIC,4.83,4.39,68.3,0.01,1449.8,576.7
1997,NLD,15.61,416.81,77.8,1.72,158254,172671
1997,NOR,4.41,161.35,78.1,1.68,35393.2,47669.2
1997,NPL,22.58,4.92,60.1,0,1640.4,396.9
1997,NRU,0.01,,,0,,
1997,NZL,3.78,66.08,77.3,0.57,14551.4,14015.7
1997,OMN,2.25,15.84,70.7,0.05,5021.05,7488.43
1997,PAK,131.06,62.43,62,0.14,11611.9,8639.7
1997,PAN,2.85,10.68,74.5,0.02,3006.37,650.99
1997,PER,25.21,58.15,69,0.42,9011.4,6706.87
1997,PHL,73.03,82.34,66.7,1.34,39141.5,25238.3
1997,PLW,0.02,,,,,
1997,PNG,5.45,4.94,61,0,1936.51,2722.25
1997,POL,38.65,159.12,72.6,0.81,42317.9,25753.9
1997,PRI,3.76,48.19,74.7,0.37,,
1997,PRK,22.34,,64.8,0,1459.78,881.27
1997,PRT,10.11,117.05,75.4,1.51,35213.6,23816.3
1997,PRY,5,9.97,69.3,0.08,3951.58,1400.16
1997,PSE,2.71,3.76,70.2,,,
1997,PYF,0.23,3.57,71.2,0.01,,
1997,QAT,0.54,11.3,75.9,0.04,2871.96,5503.56
1997,ROU,22.55,35.57,69,0.2,11142,8386.6
1997,RUS,147.92,404.93,66.7,0.48,52400.4,85076.6
1997,RWA,6.42,1.85,40,0,325.61,117.72
1997,SAU,19.41,165.96,71.6,0.33,28487.9,60707.8
1997,SDN,25.41,11.68,57.4,0,1510.66,509.56
1997,SEN,9.13,5.92,57.3,0.01,1210.4,693.86
1997,SGP,3.8,100.12,76.9,0.85,132601,125403
1997,SLB,0.38,0.57,61.1,0,179.97,211.35
1997,SLE,4.34,0.85,36.4,0,234.61,17.2
1997,SLV,5.75,10.22,68,0.04,2948.8,1353.9
1997,SMR,0.03,,,0,,
1997,SOM,7.94,,49,0,290.72,157.35
1997,SRB,7.6,24.15,72,,,
1997,SSD,5.41,,47.9,,,
1997,STP,0.14,,62.9,0,41.31,9.25
1997,SUR,0.45,0.93,67.8,0,658.14,701.32
1997,SVK,5.38,27.66,72.7,0.2,12891.8,9641.96
1997,SVN,1.99,20.75,74.7,0.09,9357.46,8372.31
1997,SWE,8.85,264.83,79.2,3.17,65437.3,82701.5
1997,SWZ,0.96,1.72,53.3,0,,
1997,SXM,,,,,,
1997,SYC,0.08,0.56,71.2,0,336.01,68.42
1997,SYR,15.18,14.51,72.4,0,4027.68,7285.6
1997,TCA,0.02,,,,,
1997,TCD,7.5,1.54,47.6,0,132.83,93.31
1997,TGO,4.49,1.5,54,0,373.45,236.37
1997,THA,60.85,150.18,70.3,2.2,63465.5,58431.3
1997,TJK,5.94,0.92,64.1,0,750.28,803.36
1997,TKM,4.36,2.45,63.1,0,1227.66,751.43
1997,TLS,0.86,,56.2,,,
1997,TON,0.1,0.21,70.4,0,72.72,10.08
1997,TTO,1.26,5.74,68.4,0.02,3028.1,2543.86
1997,TUN,9.4,20.75,72.3,0.01,8934.87,5762.75
1997,TUR,60.37,189.83,68.2,1.61,48656,26245.5
1997,TUV,0.01,0.01,,0,,
1997,TZA,31.19,7.68,49.9,0.02,1408.84,619.81
1997,UGA,21.66,6.27,44.8,0,810.71,599.79
1997,UKR,50.59,50.15,67.6,0.06,17113.8,14233.7
1997,URY,3.27,23.97,74.1,0.1,3715.41,2729.55
1997,USA,272.66,8577.55,76.4,55.31,898713,687711
1997,UZB,23.67,14.74,66.6,0.02,4537.86,2896.1
1997,VCT,0.11,0.35,70.6,0,172.13,46.06
1997,VEN,22.84,85.84,71.5,1.07,14755.1,26320.1
1997,VGB,0.02,,,,,
1997,VIR,0.11,,76,0.02,,
1997,VNM,77.13,26.84,72.5,0.16,11875.1,9484.34
1997,VUT,0.17,0.26,66.2,0,181.13,61.02
1997,WSM,0.17,0.29,68.2,0,143.04,64.69
1997,XKX,2.09,,68.9,,,
1997,YEM,15.98,6.84,59.7,0.01,1839.43,2479.8
1997,ZAF,42.99,152.59,59.6,1.84,,29840.5
1997,ZMB,9.6,4.3,43.3,0,697.11,1055.44
1997,ZWE,11.65,8.53,48,0.01,3278.19,2146.26
1998,ABW,0.09,1.67,73.7,0.01,683.59,29.01
1998,AFG,19.74,,54.5,0,462.49,151.18
1998,AGO,15.36,6.51,45.2,0.01,2230.35,3477.24
1998,ALB,3.13,2.55,73.2,0.01,794.65,206.49
1998,AND,0.06,1.21,,0.01,,
1998,ARE,2.81,75.67,73.7,0.49,24728,25811.6
1998,ARG,36.06,298.95,73.4,2.67,31999.3,26281.8
1998,ARM,3.11,1.89,70.4,0.01,902.39,220.52
1998,ASM,0.06,,,0,,
1998,ATG,0.07,0.73,73.1,0,,
1998,AUS,18.71,398.9,78.6,4.92,66851.6,56006.1
1998,AUT,7.98,218.26,77.7,2.29,66976.3,61425.7
1998,AZE,7.91,4.45,66.2,0.06,1076.5,607.05
1998,BDI,6.19,0.89,50.8,0,156.95,63.95
1998,BEL,10.2,260.6,77.5,1.76,163276,178469
1998,BEN,6.47,2.46,55.1,0.01,639.52,232.4
1998,BFA,10.97,2.8,49.9,0,778.15,241.88
1998,BGD,122.68,49.98,64,0.08,7370.23,3821.91
1998,BGR,8.26,14.94,71.1,0.13,5044.32,4150
1998,BHR,0.61,6.18,74,0.09,3469.66,6449.66
1998,BHS,0.29,6.83,71.8,0.01,2795.24,542.39
1998,BIH,3.73,4.12,73.6,0.03,2548.24,511.14
1998,BLR,10.07,15.22,68.4,0.01,8530.29,7069.72
1998,BLZ,0.23,0.69,68.6,0,324.56,165.72
1998,BMU,0.06,3.13,,0.01,1361.68,179.29
1998,BOL,8.1,8.5,59.6,0.24,2461.6,1324.88
1998,BRA,169.79,863.72,69.1,7.37,63313.9,51156.5
1998,BRB,0.27,2.87,73,0.01,1021.88,253.14
1998,BRN,0.32,4.05,74.8,0.05,2333.97,1979.93
1998,BTN,0.56,0.38,59.1,0,,
1998,BWA,1.58,4.79,50.8,0.02,,
1998,CAF,3.48,0.97,44.7,0,161.52,231.22
1998,CAN,30.16,631.81,78.6,5.35,219180,211355
1998,CHE,7.11,295.05,79.3,1.7,80268.5,78849
1998,CHI,0.15,5.95,77.1,,,
1998,CHL,14.98,81.58,76.3,0.96,19871.7,16443.3
1998,CHN,1241.94,1029.04,71.1,23.86,140385,183749
1998,CIV,15.59,12.61,47.4,0.09,3279.39,4692.09
1998,CMR,14.72,10.61,49.5,0,1494.67,1671.03
1998,COD,44.85,6.22,49.2,0.01,866.51,1028.93
1998,COG,2.95,1.95,51.7,0,1119.32,1566.94
1998,COL,38.36,98.44,70.4,1.8,14678.3,10873.3
1998,COM,0.52,0.37,59.3,0,47.8,4.03
1998,CPV,0.41,0.52,68.4,0,230.22,10.35
1998,CRI,3.8,13.62,77.1,0.11,6238.73,5525.57
1998,CUB,11.04,25.74,76.2,0,2977.24,1484.07
1998,CUW,0.14,,,,,
1998,CYM,0.04,,,0.01,,
1998,CYP,0.91,10.25,77.7,0.12,3685.03,1067.48
1998,CZE,10.29,66.49,74.5,0.97,31777.4,26419.9
1998,DEU,82.05,2243.23,77.5,13.91,463281,540766
1998,DJI,0.68,0.51,57,0,565.21,125.19
1998,DMA,0.07,0.32,,0,132.22,61.1
1998,DNK,5.3,176.99,76.1,1.93,45900.8,47910
1998,DOM,8.21,21.67,70.2,0.21,8352.78,4980.5
1998,DZA,30.19,48.19,69.4,0.02,9403.62,10025.3
1998,ECU,12.2,27.98,72.3,0.24,5576,4203.22
1998,EGY,66.2,84.83,68.1,0.09,16478.7,3195.26
1998,ERI,2.21,0.75,54.1,0,,
1998,ESP,40.22,617.04,78.7,6.44,130074,107414
1998,EST,1.39,5.62,69.4,0.25,4787.34,3244.12
1998,ETH,62.51,7.82,50.8,0,1459.68,604.72
1998,FIN,5.15,133.94,77.1,2.85,31298.8,42105
1998,FJI,0.8,1.66,67.2,0.01,800.99,635.49
1998,FRA,60.19,1503.11,78.6,11.21,290107,303917
1998,FRO,0.05,1.11,78,0.01,361.47,383.6
1998,FSM,0.11,0.22,67.1,0,,
1998,GAB,1.17,4.48,59.8,0.01,1094.56,2498.95
1998,GBR,58.49,1641.67,77.2,14.88,309792,268181
1998,GEO,4.24,3.61,71.3,0.06,1230.67,330.8
1998,GHA,18.36,7.48,57,0.04,3421.85,1756.06
1998,GIB,0.03,,,0,,
1998,GIN,7.86,3.59,51.4,0.02,621.88,625.25
1998,GMB,1.24,0.84,55.1,0.01,327.77,29.32
1998,GNB,1.15,0.21,51.9,0,93.51,76.39
1998,GNQ,0.56,0.37,52,0,275.23,410.6
1998,GRC,10.72,144.43,77.8,2.05,28742.9,10737.3
1998,GRD,0.1,0.45,69.9,0,203.29,41.99
1998,GRL,0.06,1.15,66.2,0.01,397.31,255.29
1998,GTM,11.13,19.4,66.8,0.11,5564.73,3851.96
1998,GUM,0.15,,74.3,0.01,,
1998,GUY,0.75,0.72,64.6,0,635.35,632.17
1998,HKG,6.54,168.89,80.1,3.17,184602,173693
1998,HND,6.22,6.37,70,0.03,2499.84,1532.9
1998,HRV,4.53,25.43,72.3,0.18,8326.85,4556.53
1998,HTI,8.17,3.72,57.2,0.01,1045.39,296.23
1998,HUN,10.27,48.77,70.6,1.07,25727,23005.5
1998,IDN,205.72,95.45,65.9,1.07,27349.6,48855.4
1998,IMN,0.07,1.38,,,,
1998,IND,1019.48,421.35,61.8,1.2,42162.1,33665.1
1998,INX,,,,,,
1998,IRL,3.71,90.08,76.2,0.95,43935.2,64507.7
1998,IRN,63.97,110.28,69.4,0.39,14323,13118
1998,IRQ,22.11,,69.1,0,1852.83,5096.74
1998,ISL,0.27,8.49,79.6,0.1,2463.12,1979.58
1998,ISR,5.97,115.86,78.1,2.15,27446.8,23412.9
1998,ITA,56.91,1266.31,79,20.49,215961,242678
1998,JAM,2.61,8.76,72.1,0.08,2991.78,1316.3
1998,JOR,4.94,7.91,71.4,0.08,3808.83,1237.19
1998,JPN,126.4,4032.51,80.5,47.31,280867,388040
1998,KAZ,15.07,22.14,64.6,0.03,4373.59,5510.75
1998,KEN,30.25,14.09,52.1,0.01,3301.78,1916.64
1998,KGZ,4.77,1.65,67.1,0,841.1,508.84
1998,KHM,11.6,3.12,56.9,0.06,1128.86,933.5
1998,KIR,0.08,0.07,63.5,0,,
1998,KNA,0.04,0.38,,0,176.87,50.61
1998,KOR,46.29,374.24,75,14.02,93371.5,132837
1998,KWT,1.83,25.94,73,0.25,8617.24,10234.7
1998,LAO,5.14,1.28,57.8,0.01,644.57,370.8
1998,LBN,3.69,17.25,73.5,0.51,7059.83,718.85
1998,LBR,2.52,,52.1,0,5980.36,912.3
1998,LBY,5.2,27.25,70.2,0.02,5599.69,6032.39
1998,LCA,0.15,0.78,71.2,0,335.2,62.17
1998,LIE,0.03,2.48,77.7,0.01,,
1998,LKA,18.56,15.79,69.7,0.17,6263.36,4819.87
1998,LSO,2,0.93,51.8,0.01,,
1998,LTU,3.55,11.24,71.2,0.27,5793.78,3710.78
1998,LUX,0.42,20.21,77,0.13,9920.09,7742.89
1998,LVA,2.41,7.17,69,0.17,3191.44,1811.27
1998,MAC,0.41,6.74,79.9,0.08,1937.19,2122.84
1998,MAF,0.03,,76.6,,,
1998,MAR,28.11,41.81,67.9,0.12,8427.17,4634.22
1998,MCO,0.03,2.93,,0.01,,
1998,MDA,3.65,1.7,66.8,0.01,1023.71,632.12
1998,MDG,14.81,3.74,57,0.01,505.19,234.09
1998,MDV,0.27,0.54,68.1,0,353.97,74.63
1998,MEX,96.06,526.5,73.8,3.35,137709,117494
1998,MHL,0.05,0.11,,0,,
1998,MKD,2.01,3.76,72.8,0.03,1914.89,1310.7
1998,MLI,10.36,2.92,47.1,0,1222.07,294.38
1998,MLT,0.39,3.92,77.6,0.02,3722.58,1844.71
1998,MMR,45.61,,61.5,0.01,2358.47,1138.6
1998,MNE,0.61,,73.4,,,
1998,MNG,2.36,1.12,62.1,0.01,503.28,345.14
1998,MNP,0.05,,,,,
1998,MOZ,16.81,4.87,47.3,0.01,817.4,244.7
1998,MRT,2.5,1.38,59.9,0,586.39,500.1
1998,MUS,1.16,4.17,70.6,0.06,2184.44,1704.13
1998,MWI,10.55,1.75,46.4,0.01,556.18,477.11
1998,MYS,22.11,72.17,72.4,2.2,58337.7,73470.9
1998,NAM,1.73,3.83,57.5,0.02,,
1998,NCL,0.21,3.16,74.4,0.01,915.92,371.34
1998,NER,10.55,2.08,48.6,0,362.6,206.14
1998,NGA,116.32,54.6,46,0.02,7615.43,11346.4
1998,NIC,4.91,4.64,68.8,0.02,1491.7,573.2
1998,NLD,15.71,438.01,77.9,3.35,158798,169112
1998,NOR,4.43,154.17,78.3,2.07,35623.1,39536.4
1998,NPL,23.06,4.86,60.9,0,1433.5,443.6
1998,NRU,0.01,,,0,,
1998,NZL,3.82,56.23,78.1,0.79,12571.3,11489.2
1998,OMN,2.25,14.09,71.2,0.1,5681.52,5375.33
1998,PAK,134.84,62.19,62.2,0.2,9308.16,8439.31
1998,PAN,2.91,11.58,74.7,0.09,3398.34,705.46
1998,PER,25.66,55.5,69.5,0.74,8758.66,5699.98
1998,PHL,74.67,72.21,66.9,1.73,29531.2,29504.7
1998,PLW,0.02,,,,,
1998,PNG,5.58,3.79,61.3,0.01,1344.57,2359.25
1998,POL,38.66,174.39,73,1.93,47054.1,28243.9
1998,PRI,3.78,54.09,75,0.58,,
1998,PRK,22.54,,64.5,0,1170.61,880.69
1998,PRT,10.16,123.98,75.7,3.07,36911.5,24179.6
1998,PRY,5.11,9.26,69.6,0.23,4244.01,1263.97
1998,PSE,2.78,4.07,70.4,,,
1998,PYF,0.23,3.78,71.6,0.01,,
1998,QAT,0.55,10.26,76,0.07,3408.57,4869.55
1998,ROU,22.51,41.69,69.8,0.64,11882.2,8314.57
1998,RUS,147.67,270.96,67,0.75,42938.8,71463.5
1998,RWA,6.96,1.99,43.6,0,277.54,108.23
1998,SAU,19.78,146.78,71.9,0.63,30012.6,38736.6
1998,SDN,26.02,11.25,57.7,0.01,1604.83,541.63
1998,SEN,9.35,6.37,57.4,0.03,1536.84,823.87
1998,SGP,3.93,85.73,77.3,1.09,101612,109915
1998,SLB,0.39,0.47,61.8,0,153.29,196
1998,SLE,4.38,0.67,37.1,0,196.56,6.55
1998,SLV,5.8,10.94,68.3,0.14,3091.38,1257.07
1998,SMR,0.03,,,0,,
1998,SOM,8.24,,49.8,0,257.2,126.77
1998,SRB,7.57,18.28,,,,
1998,SSD,5.66,,48.4,,,
1998,STP,0.14,,63,0,48.45,16.13
1998,SUR,0.46,1.11,67.8,0.01,551.63,436.04
1998,SVK,5.39,29.83,72.6,0.47,14380.4,10720.4
1998,SVN,1.98,22.13,74.8,0.16,10067.7,9034.39
1998,SWE,8.85,267.22,79.3,4.11,68238.4,84726
1998,SWZ,0.98,1.58,51.6,0,,
1998,SXM,0.03,,,,,
1998,SYC,0.08,0.61,71.7,0.01,383.03,90.32
1998,SYR,15.6,15.2,72.7,0,3895.32,2890.2
1998,TCA,0.02,,,,,
1998,TCD,7.77,1.74,47.6,0,179.02,120.69
1998,TGO,4.63,1.59,53.7,0.01,429.59,252.63
1998,THA,61.59,113.68,70.3,1.98,43702.6,55391.5
1998,TJK,6.03,1.32,64.6,0,710.99,596.57
1998,TKM,4.41,2.61,63.2,0,1007.3,593.5
1998,TLS,0.87,,57.3,,,
1998,TON,0.1,0.19,70.5,0,68.79,7.51
1998,TTO,1.26,6.04,68.5,0.03,3009.17,2263.83
1998,TUN,9.51,21.8,72.6,0.04,8402.38,5742.18
1998,TUR,61.33,275.77,68.8,3.51,45932.7,27184.3
1998,TUV,0.01,0.01,,0,,
1998,TZA,31.92,12.27,50.3,0.04,1571.35,588.42
1998,UGA,22.29,6.58,45.4,0.03,855.99,410.67
1998,UKR,50.14,41.88,68.4,0.12,14675.5,12637.1
1998,URY,3.29,25.39,74.3,0.15,3810.5,2770.04
1998,USA,275.85,9062.82,76.6,69.21,944693,680522
1998,UZB,24.05,14.99,66.8,0.03,2930.93,2310.32
1998,VCT,0.11,0.37,70.6,0,192.15,49.65
1998,VEN,23.29,91.33,71.8,2.01,16147.7,20191.4
1998,VGB,0.02,,,,,
1998,VIR,0.11,,76.2,0.02,,
1998,VNM,78.12,27.21,72.8,0.22,11309.8,9306.98
1998,VUT,0.18,0.26,66.6,0,141.61,79.63
1998,WSM,0.17,0.27,68.6,0,146.46,73.97
1998,XKX,1.97,,69,,,
1998,YEM,16.45,6.33,59.9,0.02,2167.4,1497.48
1998,ZAF,43.68,137.77,58.5,3.34,29089.8,26636.5
1998,ZMB,9.87,3.54,43.7,0.01,1087.47,1020.93
1998,ZWE,11.75,6.4,46.7,0.02,2621.16,1730.99
1999,ABW,0.09,1.72,73.7,0.01,782.12,29.28
1999,AFG,20.17,,55,0,490.31,122.75
1999,AGO,15.87,6.15,46.1,0.02,2238.87,4393.56
1999,ALB,3.11,3.21,73.6,0.01,899.1,275.35
1999,AND,0.06,1.24,,0.02,,
1999,ARE,2.97,84.45,74,0.83,35746.2,28097.8
1999,ARG,36.47,283.52,73.6,3.85,25517.8,22884.3
1999,ARM,3.09,1.85,70.9,0.01,842.74,231.67
1999,ASM,0.06,,,0,,
1999,ATG,0.07,0.77,73.3,0.01,,
1999,AUS,18.93,388.61,78.9,6.32,71931.9,56244.2
1999,AUT,7.99,217.19,77.9,4.25,71258.4,65954.5
1999,AZE,7.98,4.58,66.5,0.37,1035.66,929.23
1999,BDI,6.27,0.81,51.2,0,117.66,54.96
1999,BEL,10.23,260.2,77.6,3.19,157842,174570
1999,BEN,6.66,2.69,55.2,0.01,843.23,207.12
1999,BFA,11.28,2.99,50.2,0.01,601.89,179.3
1999,BGD,125.19,51.27,64.7,0.15,8352.44,4520.11
1999,BGR,8.21,13.53,71.4,0.35,5220,3755.12
1999,BHR,0.64,6.62,74.2,0.13,3428.92,6547.52
1999,BHS,0.29,7.68,72.1,0.02,3206.89,770.69
1999,BIH,3.74,4.69,74.1,0.05,2627.23,599.23
1999,BLR,10.03,12.14,67.9,0.02,6673.74,5916.08
1999,BLZ,0.24,0.73,68.4,0.01,366.81,166.38
1999,BMU,0.06,3.32,,0.01,3224.31,789.59
1999,BOL,8.26,8.29,60.1,0.42,2107.01,1405.36
1999,BRA,172.32,599.39,69.6,15.03,54781.9,48313.3
1999,BRB,0.27,3.01,73.2,0.02,1108.16,263.81
1999,BRN,0.33,4.6,75,0.07,1327.85,2551.77
1999,BTN,0.58,0.42,59.9,0,,
1999,BWA,1.61,5.48,49.7,0.09,,
1999,CAF,3.56,1,44.3,0,153.78,223.21
1999,CAN,30.4,676.08,78.9,6.91,235593,237338
1999,CHE,7.14,289.91,79.6,3.06,79840.8,80250.6
1999,CHI,0.15,6.26,77.4,,,
1999,CHL,15.16,75.17,76.5,2.26,16059.3,17375.9
1999,CHN,1252.73,1094,71.5,43.3,165718,194936
1999,CIV,16.03,12.38,47,0.26,3046.88,4209.44
1999,CMR,15.11,11.2,49.7,0.01,1317.57,1600.61
1999,COD,45.92,4.71,49.6,0.01,634.63,1095.45
1999,COG,3.04,2.35,51.5,0,757.67,1716.3
1999,COL,39,86.19,70.7,1.97,10659.5,11623.7
1999,COM,0.53,0.38,59.4,0,69.64,11.53
1999,CPV,0.42,0.59,69.1,0.01,262.08,11.39
1999,CRI,3.89,14.2,77.3,0.14,6354.6,6662.36
1999,CUB,11.08,28.36,76.4,0.01,2894.28,1438.05
1999,CUW,0.14,,,,,
1999,CYM,0.04,,,0.01,,
1999,CYP,0.93,10.5,77.9,0.15,3617.83,1000.55
1999,CZE,10.28,64.87,74.7,1.94,31148.3,26238.5
1999,DEU,82.1,2199.96,77.7,23.45,464286,535560
1999,DJI,0.7,0.54,57,0,617.29,151.08
1999,DMA,0.07,0.33,,0,140.22,54.67
1999,DNK,5.32,177.97,76.3,2.63,44610.1,49355.4
1999,DOM,8.34,22.14,70.4,0.42,8844.03,5136.71
1999,DZA,30.62,48.64,69.8,0.07,9172.86,12740
1999,ECU,12.44,19.65,72.6,0.38,3391.74,5001.68
1999,EGY,67.52,90.71,68.4,0.48,15962,3535.81
1999,ERI,2.24,0.69,54.7,0,,
1999,ESP,40.39,633.19,78.7,15,135067,103674
1999,EST,1.39,5.73,70.1,0.39,4109.85,3017.58
1999,ETH,64.34,7.7,51.4,0.01,1673.61,474.73
1999,FIN,5.17,135.23,77.3,3.27,32414.1,42362.3
1999,FJI,0.81,1.94,67.4,0.02,991.22,715.72
1999,FRA,60.5,1492.65,78.8,21.43,313490,323857
1999,FRO,0.05,1.12,78.3,0.01,416.12,328.59
1999,FSM,0.11,0.22,67.2,0,,
1999,GAB,1.2,4.66,59.5,0.01,1564.28,3362.62
1999,GBR,58.68,1668.27,77.4,27.18,321080,269495
1999,GEO,4.16,2.8,71.6,0.13,859.41,361.04
1999,GHA,18.81,7.72,57,0.07,3251.1,1754.21
1999,GIB,0.03,,,0,,
1999,GIN,8.05,3.46,51.3,0.03,558.14,490.6
1999,GMB,1.28,0.81,55.5,0.01,193.67,8.2
1999,GNB,1.18,0.22,52.1,0,89.95,57.24
1999,GNQ,0.58,0.62,52.4,0,426.6,625.81
1999,GRC,10.76,142.54,78,3.9,28016.8,10481.3
1999,GRD,0.1,0.48,70.1,0,204.88,69.4
1999,GRL,0.06,1.13,66.4,0.01,443.12,370.44
1999,GTM,11.39,18.32,67.4,0.34,5632.58,3937.06
1999,GUM,0.15,,74.6,0.02,,
1999,GUY,0.75,0.69,64.8,0,638.38,611.74
1999,HKG,6.61,165.77,80.4,4.28,179650,173793
1999,HND,6.4,6.41,70.3,0.08,4461.41,3690.85
1999,HRV,4.51,23.39,72.6,0.3,7724.49,4226.07
1999,HTI,8.32,4.15,57.5,0.02,1158.26,317.18
1999,HUN,10.24,49.17,70.7,1.63,27893.9,24849
1999,IDN,208.62,140,66.1,2.22,24003.3,48665.2
1999,IMN,0.08,1.57,,,,
1999,IND,1038.06,458.82,62.2,1.88,47900.5,35921.6
1999,INX,,,,,,
1999,IRL,3.75,98.69,76.1,1.68,47532.9,71605.2
1999,IRN,64.8,113.85,69.8,0.49,12683,21030
1999,IRQ,22.8,,69.2,0,2110.3,9687.9
1999,ISL,0.28,8.97,79.4,0.17,2517.28,2002.47
1999,ISR,6.12,117.01,78.7,2.88,31095.4,25793.2
1999,ITA,56.92,1248.56,79.4,30.3,220204,235082
1999,JAM,2.63,8.85,72.2,0.14,2952.33,1245.34
1999,JOR,5.03,8.15,71.6,0.12,3666.04,1237.48
1999,JPN,126.63,4562.08,80.6,56.85,310774,419456
1999,KAZ,14.93,16.87,65.5,0.05,3686.5,5598
1999,KEN,31.1,12.9,51.8,0.02,3100.43,2029.22
1999,KGZ,4.84,1.25,68.7,0,610.5,454
1999,KHM,11.89,3.52,57.6,0.09,1242.97,1040.06
1999,KIR,0.08,0.07,63.7,0,,
1999,KNA,0.04,0.41,,0,153.54,28.13
1999,KOR,46.62,485.25,75.4,23.44,119741,143918
1999,KWT,1.95,30.12,73.1,0.3,7615.62,12729.2
1999,LAO,5.24,1.45,58.4,0.01,808.88,462.53
1999,LBN,3.75,17.39,74,0.63,6206.05,676.56
1999,LBR,2.7,,52.3,0,3596.79,564.96
1999,LBY,5.28,35.98,70.4,0.03,4253.31,7961.39
1999,LCA,0.15,0.82,71.3,0,354.55,55.64
1999,LIE,0.03,2.66,79.1,0.01,,
1999,LKA,18.66,15.66,70.3,0.26,6255.22,4621.83
1999,LSO,2.02,0.91,50,0.01,,
1999,LTU,3.52,10.97,71.6,0.33,4834.58,3003.84
1999,LUX,0.43,22.24,77.8,0.21,11193.2,8177.32
1999,LVA,2.39,7.53,69.7,0.27,2946.25,1723.18
1999,MAC,0.42,6.49,80.2,0.12,2024.43,2182.79
1999,MAF,0.03,,76.8,,,
1999,MAR,28.46,41.63,68.3,0.37,11940.7,8184.1
1999,MCO,0.03,2.91,,0.01,,
1999,MDA,3.65,1.17,66.9,0.02,586.37,463.43
1999,MDG,15.28,3.72,57.8,0.04,378.03,220.49
1999,MDV,0.27,0.59,69,0,402.16,63.95
1999,MEX,97.48,600.23,74.1,7.73,156172,136391
1999,MHL,0.05,0.11,67.5,0,,
1999,MKD,2.02,3.86,73,0.05,1796.46,1191.97
1999,MLI,10.64,3.44,47.5,0.01,1254.43,251.45
1999,MLT,0.39,4.13,77.5,0.04,2845.83,1983.84
1999,MMR,46.18,,61.8,0.01,2527.69,1393.3
1999,MNE,0.61,,73.3,,,
1999,MNG,2.38,1.06,62.4,0.03,512.75,358.29
1999,MNP,0.06,,,0,,
1999,MOZ,17.24,5.3,47.8,0.01,1199.9,271
1999,MRT,2.56,1.41,60,0,603.49,525.26
1999,MUS,1.18,4.34,71,0.1,2248.46,1554.84
1999,MWI,10.85,1.78,46.4,0.02,628.43,481.29
1999,MYS,22.66,79.15,72.6,2.99,65501.6,84551
1999,NAM,1.76,3.82,56.5,0.03,,
1999,NCL,0.21,3.06,73.9,0.03,1008.54,388.73
